username,user id,access hash
Lovelornd,5961129652,6817701796031314473
gamadrid3000,5983630555,-3174834322302618696
uomo12345,429873449,7133580805484298064
wolff0707,890366336,-8040571423951983105
vsempoxy1,1378025439,-8221813144612553442
,1391993940,134466205398839353
okkeeyyt,1607584141,7375540943611806458
justanyan,1747552421,253552876972129794
sisiisizk,5085285005,-467595000006909102
Xolodok_h,5144986990,1037751893800484568
Erk1235,5249144761,-937265284752689547
Mein200,5380526518,8101759071743785850
,5449366494,-1107218836377844445
Sapphire3355,5504131960,-2418563298429535844
tasya_1977,5528650591,2980540392088150543
Ann00567,5576591720,-4381277425380680716
wezod,5591757527,-2098629441752771591
LampsMeow321,5717083521,-8813169812938573972
Xyu_da_da,5762679151,-4675102313142336973
MJalya,758591123,73395059447259969
Monsterret,999873295,4631180937683201937
pisdataiia_tyanka,1766788971,-6098395688309101248
Dela705,1931983575,3090943584397505102
Polinapolll,1969899772,-1070757353970330731
loovee0l,5235267124,-5639368856677730867
Bih_0001,5250613458,4327568026522520204
,5371110396,-2873167347115977817
Pelmeni_56,5463235739,8124686083234129063
Followlloveyou,5484232316,-6389972289448875867
,5846747434,543312993714731986
maksuta35,5858566061,7370609785178443897
,5884625055,1572245062054667054
,5950101059,2924050384300468094
CICI_TOP,5958077175,-1518954509584885152
Eby_Kiry,764966180,-3415570877475351563
,1132624538,-498424634099474039
kirigaij,1475913251,3274775242492254319
Cucumber_cucumber34,2040125969,-4976233483952732895
givemanp,5239865086,1391847201522956754
,5477996858,-4586322769399074693
Domrok22854,5728117423,1531202803451488284
,5731431222,4682181298519599750
,5781692736,-3308543858198593903
Rip_060,5798664109,-4694127704135347318
,5869263826,-1348586180291683715
,5878125744,9174880139814598623
annqil,5949679167,8926837029669874180
werevinxlove,5988741101,-6319787154664307502
den_aws,1045164570,-6871987016036851701
,1123768239,-2373681311838458110
TheCockFromTheMount,1203927248,-5002043214444257619
,1286398217,2844644758304318659
Fer_men1,1305426848,2225938073736384302
Gb6754ui,1310855588,-6550059158914436370
,1638174999,8909093194489453023
dooperxxlif3,1789977897,-7361268566996467522
Nastya123894,1800430385,3445169170372153042
mamatwoyaa,2038439844,6392678414090210997
Svenkirdh,2093883233,121394578338375598
,2118300378,-1924734686646068134
Rohoj23,5041379694,-996614167956552625
A_aa_aaa_f,5055759070,3480885974479054651
,5057012802,-638164028754262792
,5081754770,2388585929885521325
,5083574805,-4318858152996305810
Onlifais,5091082540,6349117674492390335
Art10ll,5106772458,-9040563242699998608
sof1222,5186821662,5356833967786261469
madDom,5304100892,5602116245888858317
,5572001606,3114568173892817948
,5588639477,-135523406553247518
Hentailove01,5596736750,2630004653851857037
elfdsy,5684373712,5978153037497433183
,5876329482,-3558985045198222077
StarDust400,5989145380,1699284304613005322
Skontenttt,932341684,5350142362836121401
milkysty,1323053382,4946738715184403862
wspak0,1862193830,-3351071098678128815
zxczmrt,1958830240,-1188491951592912930
,2145054288,-996730834678531049
Snurdb,5005940479,6745493238440676048
deniss378,5138208526,-7349558872445096110
Hi_Beach23,5281492343,8134538252189943058
vsjjsnk,5532298239,5490379471686196433
massshhyla,5729716027,-8365400157304600326
Ma_ks4,5948635741,-1448300401378424467
Platon2303,5973334642,-628145709562843812
Pypsik1m,5978385336,-1980929911939626034
mya11111q,5985847270,-5490606013270196780
sasik21,1204900828,-1155520015745487733
meov_2022,1706779758,-6292199996361768250
Jojoreb,1987038322,-5621361731203759171
,5021995270,-6327444000891933060
,5031790992,-6979121475534195168
,5042263733,-3217663674251625615
mar_tgr,5102212941,-994450713339701685
Apostol1448,5217553330,-3653750521539493898
DDD_DDD_34,5319902197,-5413031564417502019
Lolip0pi,5430571397,-8005738221718279740
,5654403916,-4543742418327080942
kretywop,5774799332,5279943183007769872
Quzauka,5963762837,1609493315857028371
,1003507814,-1228902879519435160
Elizabeth_tf,1086076379,-623803702243807577
traffer_1,1208803133,-635767991604270015
,1335353113,-113213587509237248
name_holder77,1403105012,-1595749758235453113
Ekaterina20123,1486713166,2992244009739842802
lo_vebiserrrr,1628845224,-1026535234711161878
Niko_290,1758574298,-8548326806802445982
Slave_zxc,1879058201,2222448325702530646
Furionsc,1978931678,-3184440510094413626
gwxiI,1981432268,1060182385126678774
Ira_krasotka_sho,2007797308,-6352006062679119682
M_Moriarty90,2076513468,6563425557785756120
Luza17366373781,2098928189,-152099790508032335
Dndmmdmfmfmd,2132001304,6814685610200813281
Daria_eeer,5114011961,-8154381150454854020
Arseni220,5215044389,-3090183299006280262
ghhfhgff,5332616395,1476346332568080504
zxcweon,5410028837,7451351277319590658
POLAND_HHH,5446068337,-4343567220202786319
,5455025095,1398762466857195123
,5491461406,-2827872816699463458
a_nn_a5401,5676359022,-297603648285455397
cvrcud,1037760113,7234247335707625480
petya_petroviv,1493724193,-7332725635194892019
Elizra034,1643022904,-9165001502022744151
annas_szz,5145104174,-6732562573405474985
Barryry,5398175143,7759827618456698091
Zxc_please_die,5433497208,4592476819442627751
,5468589926,-3130606671789728139
,5564783772,-6111913183190985233
Tishka7,5618727842,-2220494617545247286
,5629111780,7181802135615238276
,5648503822,6944441560791682462
Love_39170,5902852807,4770144496938082964
,5930202570,8729121795319996953
qwertyjdkajfndjcjndj,726750034,-2114653014857679202
,907301410,-6979805341452579972
Maiso27,964164851,7772178427103413773
krivetka33,1207062658,6372881635951354254
Kiiiiiiiiiiiiiiiiki,1280919343,-101082110200570265
,1460163069,2441262689699364506
Vika_wuw2,1582283664,-2178716401254629339
kiril_5_6_7,1849191456,1040906542954081229
angel_45790,1935359038,-3933409619110158049
oliboba,1989651236,-6476127497762139606
LevayaDevka,2133646163,7971714465661608662
karmadonar,5021881744,-6811523162164469633
Mortislegenda,5032124697,-3942652187666491946
Atgjrl99,5179744997,-2494038598869757912
Rip_Ben_4eg,5226702385,1334844569548202525
steisi666,5249684976,-2299100447497245949
Negrila4545,5289384289,5064129044090978169
,5315616487,6847131689648374078
wwmlsiiii,5433850685,3619361242324466023
,5576912188,-5973160417294890107
,5697733282,1587141948399780131
,5870253206,-169506637857471233
,5917986496,5147697192234377262
,5955984027,7843699318512106662
,448569222,3828492231786433879
Ollleeh,932185700,3598378884663704393
revelati_on,933023772,-6399023632702303382
ERoleplay,956079666,5950174786016036121
,1156827316,-1400382737297883916
lapyxdaa,1360473245,4686547411486046217
ksloph,1443288393,-8146666481817078066
killua_kixxx,1616926056,5531542432367895237
mm_daaaa,1629816568,-1110675044643576067
SSssRRrrrplus,1804325822,4122832137059392841
XAXAXAXAXXPOXYI,1811962871,-4919775419674345825
nataxw5,1922639129,-5110001887460211919
Love_my_boys_aboba,2075967076,7825318557268162516
Hhhh3450,5100013272,6455370324622943118
marina746,5334769978,-6270003526916449952
Saharhaaha,5487644046,8753238480210838368
krlnzxs,5629221201,7047732198876353223
,5651996167,-902493802354649083
User12082009,5789693592,4116566515668805192
Mzg1234,440024827,1666013818867307732
,1163371931,7186523431959768372
,1177279832,-824614351520143289
Babra33323,1435716173,8530221259965220061
Vlad67889999,1489278880,-4469478791226104073
Dednside805,1804652349,-5441939681180406834
mili_please,1838741137,4870125928719371436
Nataliannaass,1875759763,-1030636288908598210
,1956621431,6587445130616555197
infinity_1000_7,1999020948,-2414374724429980501
kikeshka_357,5083987857,-5039595021046723613
hvwyuz,5312970463,-2220708910615598802
goldbull2022,5338685986,8022968242682421169
,5408638877,1182404103333086906
,5503752509,4554191448784934932
Errmxwwm,5582827381,-4639279364911624839
arinnitix,5750822742,-2053124722717782409
,5772956981,1685503622260945501
,5801291992,6097433788868982469
,5806049062,3255986831581058935
wwwwedeiid,883099973,4111564440511347047
Nikitos_777,1060455745,-3707080115811461412
nastya_5677i,1086367133,4308499363961264002
voc35,1151091006,2539261504349982913
,1170075061,5081568015947779587
makhs_shhh,1455993027,-2677431523433527448
Cipg4,2035844011,470749783566991664
leRam_0_0,5326305479,2903456811883916675
kill1997,5328749150,8920477429587245892
mayw0,5432786097,2645055341545447158
Plug_14,5461363763,-3785469541305245615
,5476993938,-7213886050320543295
MILLAN0_SCALLY,5507418089,556047923035593065
lohooouyg,5568324091,-7168979763819918892
,5642169224,-4323161937764558365
,5868125583,1190091235852612726
,5894857196,-729432164374861409
netrogaiminia,1079117247,-7905402137092540514
Kilca_yo,1218973109,-4901632274645083392
ZLoy_Pon4ik,1240381023,-4289240014522983016
Shlakoblokun_i_druzia,1554505981,-2651898467233428056
Love15_2024,2131496447,-3757379824084194003
Rabbit_130,5219881580,2267939196268824430
losharaxx,5234845769,6652835487198651845
q0wr12,5269915954,-1548077922708822214
vitytor3738,5280814063,2065215616965578515
GreiSants,5500949813,8211512374616845523
Aleksa356,5656982903,-6285870258326689837
unknown12345678810,5802741387,6315454025694658993
,5924504085,3086524765625734095
szqwnasi,1322776878,-756742044538288554
Vv2921,1340651493,-2764367632511704516
Onelovedoshik,1429016987,1596762336318031337
,1466099697,4500649200687142313
TPEW_K,1473989048,-4305389396613897532
,1965551164,-4478405646346945541
Xtoto_8,1996214912,-5582082311093379246
Edgar_love666,5033747982,4910331505302262675
qwellixxu0,5322693626,7022878545018874949
SVATISLAV333333,5428132313,-7695553571660690493
Leri_ka123,5498534259,-7884784564419422425
turba125,5573932244,-7796689774723700042
dhdjsjsbfshs,5604733648,6455564023798679868
Krasevaya,5790243729,-7701312372635201026
Gta777666,932152534,-1349953676039618388
enottikpoloskyn,1162088346,3732325303409746261
,1181675107,-3225718358212585245
,1303286341,-9025342093059354474
M_a_r_i_63,1460969100,4026070428618366733
e_burdukova,1665079719,152097552250693612
tsumugichka,1931134855,-5086054704646348450
Sweet9278,1963923253,3380465328698617067
Grand_kani,2009696079,2690689231887882643
Treshynr,2095613252,7162549037817187631
HAH_628,5026287770,425381694575478732
wwww230,5056486227,-1549391086863658056
Pupsik_gerl,5111393793,8624976562601028275
wqeerg,5127646919,-7357537984859125727
,5151658402,3811549841010444991
zip_typ321,5167329454,-4260053314650190509
bloody_neko,5224745475,4942130932164626209
,5259543745,-1491883453546235018
,5347825805,8359938054653683781
Gebdbsb,5480005857,-957295683822511771
Kusachka76_pubg_m,5543058759,-2826565229582537690
Kaifarik889,5691483460,6954925808848287364
insidetyan,5866599771,-7168616106024933557
,5882576844,151009558914260110
EXCLUSIVHIKL,5901614944,2223506637441999352
FiLex_7,884034324,7988326027606041152
morssxsxs,1002552345,6577377364991050093
FoxKek32,1071247298,1265830178670094161
CTEn11,1089479153,7535146875548383505
someone524,1205793475,-4125697671777479176
crutun,1440290180,-5978166757531490302
Hauntej,1718572966,-1539251439157562716
,1935053493,7096858933728701218
Pfnfy,1941621319,-7858325883158901181
arinka_UnU,5217911973,6068004440927632480
,5390530532,-4073394302215186605
,5413671416,-3717674400740248731
,5457229911,-2373327975142207885
zabiBHaR,5563507564,5707496792592578734
Yansesu,5580792142,2936212055074063992
Fund789,5694437293,8129262634734586826
,5782007728,3849712583756096303
Vlad05679,5828145982,-1447196680715908674
TqjgGA,5847552577,1731166093367315724
Milka_2p,5885593919,-7645264594264954965
,5925190177,-5800563118709511663
VKozanchik,5955873169,6678148692708673420
Sonia9o,5956591940,-2246153508044247753
SavchikNiggeriass,1274631675,1475677277372134392
jubinesa,1917013148,4194388574556762122
Vippersono,1931580807,-1907076252406358712
pufpuf67,2007359783,-2599115182375478027
Iyubise,2060666871,-885953336193462117
ssssssssssssssssssssssu,2088168042,5031888874779660317
Opakakalu,5009089425,7160797268629325986
,5811947737,5327903147411997807
,5855204578,-8886167567697981832
Serichkaa,5926670151,-1648416443061623400
weeum,1217128110,7553547932450218406
willqwxx,1960333541,8918001358007156709
Dinara8m,5245665478,7024317996069922280
Rockandfank,5502950280,-6559704293394630270
dicketittenzeit,5616462927,2591308023651722032
polixisq,5639257380,5306631417762985776
,5671136524,-5301720796906225429
Sergeypankratoff,5734207379,8706412492268408723
,5740786289,4596214661132547064
,5756623616,-5521049121598957735
,5779265751,-262360945501100087
,5897706256,-4825249601095591742
sofia_28272,5916461617,3108444421698478548
voroshilinegor,5959241107,-4368940204106401544
Zoo4yb,1232510121,3436521557059836425
,1332037453,-3562663199430861334
davakin1,1357548250,5312278189163953221
Prostocheeeel,1363047584,-5287700742781725263
El_26,1741144308,-2718130564827379003
DaYobaniyRot,1776795369,4211191271947769436
drofffrqw,2111807815,-7989109025061072130
,2145844012,-3648574403862402762
Vilimons,5031397138,-7776561679436429278
IkulikolaI,5117168866,6192183155439727609
Standoff7722,5142594829,-6190303168531307896
,5498533905,-693910129318123522
poputkawow,5628530418,-8865361104177441095
Sofi5786,5661538351,34641258019571128
Maxqeerty,5706489967,433934138640807632
ennipxq_85,5768607269,5590288714782973904
,5937730701,-3366681955061744835
Mashamidi,5954555902,5408731603355404715
maks12953,1114484430,-8932414939657780281
,1405520578,-7667295273716452065
BEDALAGA344,1626530740,-6170815431890329076
Valia_Ritter,1629343750,4725174273181780841
,1690679071,2752621738856407676
poalwq,1694743268,1176748073891910954
profit196,2122192167,-3690566637370297968
Karinka6795,5015733571,-5960195012596258309
ertexxx,5055386341,4439194487260993907
,5436286493,-472736346389022826
Asdfghjkllka,5538332823,-4659471590359401209
i_porokh,5598511761,1795993479446288367
,5599481856,1146672556466966078
greed1212,5617273299,-6016550521502362002
dbsbtb,5715225383,2706101865861403504
Kariha04,5730336964,861365893513964624
Mikslol5,5754325133,-5910368443523321985
daaofs,5827871262,-949207756242280025
,5858399395,-3596050211428142853
itz_cold,1012291885,-7850064061318130858
qwexsor,1243413672,-7166019567661785022
meowxpm,1565648400,-8028435016302807581
pandapool2,1938397919,7694482733849605189
Popka1m,5271988527,957921061420348055
,5353966958,5069816013256692996
Timurqwzx,5568008009,-5741554852488613316
durex_fan,5571372374,-4341375890564980073
,5586829054,5298389054727860087
Tanplrl,5724038897,-8554146185134247354
pdb3903873,5810854910,-1813563121268897039
alenaaaaaaaaaaaaaaaaaaaaaaa,1094934962,-4730257281657711443
cocolerka,1465801931,3543823083920021112
,1710739531,7494111161721833323
,1722116079,9038710814799135892
qw0pi_00,1839280199,9077919265713975240
,1844175928,-5825078521888528737
,1941532882,4837846535645770439
I_D_F_W_Y_y,2012071245,4199248152652792380
anonimushumon,2019287443,7081381792022878207
,5058872140,5935513193133149431
,5245144435,4652477055086043033
Al4fir6,5315896665,-3995147748118181563
,5695757668,8062240206583379696
shalnaya22,5834177982,7312992277920449372
KRISTINA_STAFFORD,689024506,2372706694867772362
,707261254,2602864409227226219
pe0tyx,1183271207,4338415982470530672
toriwifx,1293080122,1725345005102958097
MPVFrol,1576177638,-1242286265370726472
,1871283502,1530129797646286169
yourshulka,1902992076,-3293268570184065369
Mgd_yb,2052247224,-971668712170141761
,2078138410,-5484841053772571818
fuffjgghg,2106003010,8238634591504620706
DeLLRoyy22,5038336503,-7893292100629217687
Ket73w,5160929606,-891403072354673340
,5386737883,-4282944146527856286
annnkka0_0,5392081600,-577147552176804430
Dalerhh,5409336267,7814420425027347483
kittymeowwowcool,5465922213,4365452088897237812
bunny_love5,5622822458,6920386929131321656
,5735734087,7386368244861834733
xanaxrehabclubg,5797193294,-6928641283279938379
Beibik_meeeeeee,5815412121,-683014317033479329
Odododkdj3,5840736618,-5731619123015378636
,5916671327,1886495989677001877
,5946989856,-3272206782109578863
Pelmehek22,5978408741,7971919794822107214
al_khanvfi,634831313,1864287168603719264
tofik_66,1106016195,-5130392062111073968
Artpower23,1242008615,8308250386535095034
tannet23_09,1294403185,6030864788588227281
,1459494197,-8273914376133887624
,1596188119,-3412645527091655818
Devchenka456,1744343226,-7146620422114595883
qwertty_ua,2009389385,6162690709726318394
aziatkca,5012833346,-8555232045590328890
cumintheass0,5286840546,7158634453197904636
zapka69,5614782230,5273574200816409979
,5625301846,2843270945911610364
,5668971113,-8832545108697432242
Ksunka77,5804518731,5830375095654474479
milawkvrrr,5817731831,8400405769511824629
Stas9336,5885480136,-84644831538502293
zhen4aa,5951480667,-3324212048301399288
,5965880780,-5890841753502482775
llpqwzxc,5986726136,-5588215323534958483
,1262052234,830289212934522809
azikl3,1423634830,3104258646549020995
l0v3rli,1487670158,1545573250513081783
Levi16c,1501197063,-5624060501717492207
KianaHornu,1863744358,5843025813210359700
,1891959447,3137670112901404365
,5048215916,-3265278192838166173
,5063236930,-6158836990715555586
Kamilk_aaa,5119137203,-6681772838481898632
Sonyesh,5340921585,-984954325339546375
I_am_for_Russiaa,5351210221,7899839565738211588
,5491202166,2726651417220639778
weresans,5691187307,-1806370937855496779
WoTkriBorykiy,5830956706,8177036232502393055
kikiki090,5862565207,6628007757335543905
lponkka,5886446270,449303140027921274
GG_JJ_FF,5941091664,3029796250408119110
,5985335668,5004243867613168496
ColtAim,1166512184,-700616405910483593
K206090,1318566951,-3147285034504550754
Me_5670,1330524060,7046101550578140811
Jsjsjdkfkdv,1392156621,7762756910328041442
anwix_lolik,1697607597,-4885619569413073277
Biiiibiiib,1855773720,-8669194951740421697
celik_51,1920763244,2354081579263949593
Vitag842,1999411966,973465496930570168
,2024819655,2319666056903075965
,5176451977,-3097522046591482500
Lipton_199,5217284016,5475257881194331733
,5221650719,621434102931458145
Angel_Tyti,5228801833,-301866752991756121
,5252479581,8967874036762689933
lDASHAA,5259404514,3863488482882315673
dontk_i_l_lme,5352303782,1130821903432637537
avugtz,5403029485,1495154533218375941
Lover3217,5403096328,9169210176806109032
drochynm,5439425232,-147654885818685508
fufnim,5822086295,-7921608239621483314
idkdisksd,5867790544,7558706975592020601
baraiak,5907782800,-4764928135733937195
neixoz,1066037255,-737716283944888052
vladixwi,1199461038,-237867861134340130
wqerrrhwow,1322186750,-3017404939167386153
Legenda_xx,1460541879,-6737359044691883707
moly1241,2055651716,-4840588809689603677
iriska028,5342044916,2493992113351454917
LiftMeUp444,5368901845,8956402288569865409
Polilove2010,5471532844,5836854218927909286
Sew1x_q,5730044283,8591555866150071723
lomikom,5837104699,-851536960082009796
Revenant101,5869724946,-4606494844989977490
i_dead_insite,5933939488,1737956053423993397
Fazrirajinsholat,5955805400,1156912743661796826
Enot1k19,856061342,-5394793720392538836
maxwwi,864183535,-2076096396668720497
Alina0987654324321,1136057114,-5640740163918453180
xxxxxxdd777,1388008294,528728762820940841
LOL_56_56,1608377845,3109505289665496423
ssssewtf,1746226888,7618353123526139439
Akumatorlove,5051011360,-3391331217042186616
Aye096,5283773329,-4438221246026537357
Vikqw_09,5326679122,504987700465221307
,5476209571,974881407636431687
popit5550ej,5477978841,7914443807376814388
Asdgcnf,5592009295,6554945590741165362
Dadada8910,5841218058,1556636991898689340
nikiiitt,5903507371,-2561842551313532835
,5951497387,5249319529188881725
Afonya1117,236205219,-3822068321975316328
prostoosho,905586938,-2096679055084281467
sash1kqq,1191701151,-4256592401503471651
,1206856499,-7787250307383853058
nooobooodyyy,1222359141,3137310224125879597
,1538220582,1148901427940594919
Ev_Ka_a,1608021504,3262448458332348454
loiauoa,1618504726,-2348611846076009303
ELgozzz,1776937184,592815767020356386
danieal_2,1817725289,-8077026574244593535
Blxzsh,1842865979,3818194536178091622
Masters105,2077614469,-3657781584717425733
,5054446534,-3306536856781334047
grinds1,5060646007,-1428369806980281094
,5263519933,4879997258316392287
Ehshxjf,5276512896,7633848413392281121
Godking6666,5540574255,409440156148837786
dima_mvb,5581220349,308847338935961070
,5641819717,-8670498403419362250
No_0_0_0_Name,5773435968,8019139012446753165
,5800292616,7420432514462568905
,5801652819,1281796306808037041
wqyywyw,5812209544,-1129319679966506831
zxcuoiq,5819462961,2314505139820646202
,852497710,-6024703569083216823
Samu_Raivip,1315084963,6013946482208289687
Edgaraye,1475556591,-2163336084364984127
Lera2w,1637592026,3789278112428744744
,1701077811,-4784877475328702131
Nika0508tika,1811884900,-7595995717539360015
mil_xis,1889601829,-2256140084786788704
traqxzx,2104246319,2296791560834222563
,5097126434,-8764216665349340274
maksss_sh,5167641545,8911367291365120813
Keui_06,5170031537,-2967663535890947877
Dashamilasha1234,5326789313,8414413538753986666
Revyy7,5688217705,4001217140023495025
Zheni_SoBaKoVa,5751683769,7882721804593101341
,5826770792,-7153520060487379587
meowxiee_01,5954066215,213164656131350216
wjlsz,1223855768,4264915586966890168
ArseniyPopovkotik3,1254453376,4748642284166516060
You09099,1391054376,-140415632130526673
ilyx_16,1448730782,1037719269067752928
Makson13370,1706093416,986310449272152511
sw00qsx,1961091103,-6375993439622132146
bar_bara10,2051623728,7370115873870828209
ajara_milk,5062957899,-4966612296780554331
naaaaaasta,5151282478,8524797985827823254
,5188702274,3996916650206679480
Felmand,5237034917,3341825190164450719
hxz_xvc,5262184519,-4780383610242224109
Meowmeeoq,5303213212,5628629034930641774
rwkow,5378884380,4392638086996412938
karnafich,5520424432,-3135872602723163785
,5693473503,-9043174973440419808
,5732037449,-3349747402316570946
,5748663932,8886415877985430896
love_anime550,5776374070,8214822018032532657
,5837684467,422112037669172425
fafaika_qwe,5839661656,1844772218447303376
desardef,5922980217,2564036996610832773
,5950511183,5539375123795463155
Yjggnfhhg,766623914,-8026532202764383572
linaastt,842439725,-3570614801131923521
ktm_love4,907629971,-6703443087690704243
No_name00187,968225940,7472995555716735291
Vova23456754,1456551800,5328166345067100691
NoLove66666,1631024710,-3222278559333476236
,1633122793,7901045903553815761
Diskreminant228,2064715481,6088948398248234400
HEGR_1234,5045136111,4824535303869129061
,5071597847,-4253485109443879975
,5170534876,4697669256046819401
Nastkjs,5201626481,746185639421751582
Fedorenko86,5220454174,8604200424408780603
juicykoi,5253982165,-2383165513369156704
Lohushon,5390923163,-8742899948353199716
Ton_Owners,5508982045,556280284033913097
,5558138268,6101015037381124086
Kseniamommy2,5582057264,-3966390258564572318
kriwwsx,5611514656,-4235090800291554761
,5979469924,-5419130803047819801
evgenyastolbova,649431689,-6884685637534204723
reqirsk,897231488,-9166533193573661145
eunmowu,910022555,-7882320273440392723
INOFF2007,979551578,-7985066272697097668
Katia_tok,1133592198,4259961201471934565
kara_mpus_1,1225029260,-857350827336025384
moraleKar,1232131253,8753350755963839113
qwarewq,1326070833,2590001375334882382
loving2010,1480900874,-2839140255259913792
Shadow2023,1701913681,3922619855221543301
glaza79624,1979051790,-2018741313301472788
amali4k,5137434223,1572748832483428594
Qazplmzxcvbnm12,5151099851,-882389969881503514
viiikaaaaaaaaaa,5212735183,1014514378851215212
LGDHQD,5253775695,6519737118005158293
Alena76893,5256184616,-6614704990059990069
,5581207145,-6557313966978661837
momento_0777,5598442250,1048478720906983198
alyaonelove,5721119360,5483466577775284561
,5920748663,131631525448243389
Alecsei1234,5921962295,6313037138247851721
Ggggbjtd,5922648217,-2737490624239961755
sigmaahuel,5950405797,-912768751636480186
whyxsis,678331017,8512700019597325470
,1048371987,8851233235110816924
Kalby8284,1141473609,-3389679759526088208
yopwop,1947042129,-8128880757603152039
Daimneg,5139800973,-5932366895255153198
,5196590410,7817843464050251334
naksvix,5510887059,1548322191107464008
,5660796888,577571625528143425
,5738079011,-117488405064464718
,5742580572,-7341594338453178325
Fufbhi,5877208401,2670608802062087620
deerskiii,5906367148,3873068830243359941
vikwoetu,1083894688,-8841517415856106368
,1495796675,6314534554973621562
,5098327281,-9094222042719121865
,5121238977,728476978604390112
,5128884452,945052398077722752
Annntv,5175705871,2880090434118440866
MONDALOREC_e,5318340723,-4438842212470974517
,5426407116,4990586855558657575
,5436934508,-100629499516658126
Fenix_owl,5462426908,7483805537918824656
ryhbkj,5466554849,-1174652714050250051
,5537582689,-2748862119503424181
toopka1,5545048305,1586539987944440809
leyxme,5607433152,4561385373161129629
Zaznaikin,5624293031,2964994840025815607
Zlaticak,5674437147,8000354746127392675
jdjfksmarga,5705931782,-3820675144762236444
,5882360984,-791273752157065683
,5899268346,718308843058950860
zjodah,5900446859,-5395777026971866294
daniil914,544938855,-8782936344335901682
klo753,965936270,-815278437719278634
,967973902,7852430485885727856
kouryavui,1228052030,3031512304430825237
Sandalu222,1258343046,-5147452181118582312
Nikqqqa_a,1490347164,-3676380809645564567
comebackkid13,1557692731,-542498704767630606
arab0chka1,1719375898,3375677059420150803
aaaaa_123457,1937375869,5614301771279756173
Rabik777,1968451279,-3307542031626045793
vlaDIG09,2040157916,-829388989715709813
Ulyaa_x,5024109285,5287148996673997092
Asyao_00,5051882304,-926564466472217178
,5096661687,7529041394378255311
Msmsjsoz,5146537355,2269466144737396859
Lidacia,5188406010,81034472516346823
Salo3488Ds,5424916334,8311788595162371804
azaxazazax,5450747195,-2639677382807078218
,5454734123,1756003695064469287
ne_p0n0,5613565660,7960614604322061102
NNkaty,5792074739,-5186111778366989173
,5822256932,-4174394209426407622
,5897869305,-5999384394353244168
,5907300725,8549372362275581581
dj_ti,674214315,9160191889297537952
Imyalubimen12,848449347,-295219226941169868
,1028498310,-4672783426591772766
Zlskrs,1093247092,-8824349724576264476
Opuhnh,1148444146,6763864067060508456
sempa_i,1196948708,-6707390545535192398
,1472819650,-3631026185578899960
Udhutek,1586819105,-6647836234354524681
erehereh123,1697227389,-2069168980997278564
Zalupa282,1830729937,-9118725044812010575
algrth,1955342037,-1934126116132677075
jkhyp,1987826604,265357592726707146
terlan1994,5138649188,-4304560089126751874
m_e_l_l_y_1,5148620567,4013341810487050093
begoooooor,5180426707,-6849899735263119949
frosya2020,5222854466,-1442240926810604571
Xyusos_228,5246857218,-4718691169331847224
zxc_babizhon,5255299521,8017993914836378711
Misha3174,5265732882,2874753244452434330
,5354759748,1270919139256928173
,5386732844,7401182326412863516
Miyagigramm,5469960817,-2126448371257198708
,5867751648,-8671311240672277608
zatselovannaya1,5870487050,-1150679870088040770
foaqyn176,944999928,2310816860863953166
oejcirnfudhd,2133197285,-7673111557358835492
J2j_BTS,5184541502,-6181833544840775661
,5227623398,-2855556001816300622
,5322238194,1834108623171475924
,5331801912,3152618813428704444
Mak3ks5,5534841825,-3625958586212861694
Evgenia_19_19,5661278873,5003725012744811870
xyilo_mammi,5698758326,8549060151961530017
babajka0,5732675689,145950098622375174
makdoof839,5879077866,-9111035940327293232
I_love_Misha5,5888368619,-9196083918847968277
Whhh_ll,706343760,-7395427597528987062
DarkPepega,1162981391,3469816323356953666
,1213465874,-5958641292574231629
rwer_rt,1338526491,8660690913611705532
Mics276,1420133257,-502003528092395315
,1478679293,-6468155953517930089
Im_no_NamE,1521830515,6173344834397682405
Vosgesy_jkgtcaocttskopheyv,1669246207,8902263830652347129
Bagywww_4,5104177050,-8566569243818101224
,5199842128,-8436028033143361333
Rolton628,5450480593,-1701160851317255812
Sadnesswow,5699586450,7150514622767956342
L1n1xx_vvv,5780975622,-4934207515256469357
sssnakk,5787464769,3840731372593456447
,5818682607,1129231220207418052
Yopi_uo,5856485210,-8699545467291458281
,5879613254,5443413159207835061
,5892853188,3067630314575568694
,5984411473,3741512078497756619
usj11,889048125,-260972623370191722
ALEKSEYKRASH,1203883975,8897963235268915628
sssskk_1,1289411158,2155869224794197641
,1359721975,-5105072391381905007
Xarli_kvinni,1411658792,-883651600568838785
Psixxxxxxxxxxxxxx,1558488615,-6076690487448971298
LISO_n,1766331232,-1969414637734739715
mistic14,1799756678,4599449213548098224
whguutt,1939998282,3930514179155915697
VEEEN12,2065268746,8512727114421615259
,2111405473,6756125990900444687
I_will_love_you00,5102013118,-7766020927743556112
tea345,5133623048,731979576924210700
,5704250024,775652675462075410
,5749585364,-3492209181549121337
korfog,5956834818,8827492523834363078
,977694448,1600997851276395448
Malinchik200,988133085,1862586578076457655
Vlad_time0,1034703052,-6073448963768420756
love5578you,1075593436,4382708780658221417
qzodsjeec,1473720792,8599952951720879911
MEEWEEN,1485857796,-2666757352370342095
,1577199958,-319340348377085904
Arbitrn,1740031636,-7391464501098403586
,1879679522,-2686514773348565549
Lovv_mee,5062623282,236208305939486553
katy_kiz,5122628527,-7222919125882018362
,5343739531,-5067769063409916307
